Scammed,Age_Group,Gender,Education_Level,Employment_Status,Income,Internet_Usage_Frequency,Most_Used_Platform,Daily_Online_Hours,Stranger_Interactions,Monthly_Online_Transactions,Active_Social_Media_Accounts,Email_Accounts,Shares_Personal_Info,Different_Passwords,Downloads_From_Untrusted_Sources,Response_To_Suspicious_Contacts,Online_Subscriptions,Reads_Reviews_Before_Buying,Max_Single_Transaction_Spend
1,1,0,0,0,4800.0,0,3,6,3,12,4,2,1,2,0,1,2,0,1000
1,1,1,3,0,6000.0,0,3,6,2,13,4,2,1,2,0,0,2,1,3000
1,0,0,4,2,1300.0,0,3,5,2,12,3,1,0,1,4,1,3,0,50
1,1,1,1,2,2690.0,3,0,4,2,30,2,1,0,1,2,3,3,0,200
1,0,0,1,3,0.0,0,3,10,1,3,2,3,1,3,0,2,0,1,100
0,1,0,0,3,1200.0,0,3,5,3,19,4,2,0,4,0,0,3,1,100
1,0,1,3,3,0.0,0,3,10,3,6,2,2,0,2,3,2,4,1,40
0,2,0,1,2,2100.0,3,3,4,1,20,3,2,0,3,0,0,4,1,125
0,1,1,3,0,5340.0,0,3,3,1,35,2,1,0,1,0,0,5,1,300
0,1,0,0,2,2570.8,3,0,5,1,18,3,1,0,3,0,0,4,1,210
0,1,1,2,3,690.0,0,3,5,1,18,4,2,0,3,0,1,2,1,100
0,1,1,0,0,3450.0,3,3,4,3,26,3,2,0,2,0,0,4,1,250
0,1,0,3,0,3800.0,0,3,5,2,20,5,3,0,5,3,2,0,1,200
0,1,1,1,3,1000.0,3,0,5,3,21,4,3,0,4,0,2,2,1,80
0,0,1,1,3,10.0,0,3,6,3,4,4,2,0,5,4,3,1,1,100
0,1,1,2,2,1890.0,0,0,5,3,24,3,2,0,3,0,2,1,1,50
0,0,0,1,3,500.0,0,3,6,3,6,2,4,0,3,2,0,2,1,100
0,1,1,1,2,1250.0,1,3,5,3,10,4,3,0,3,0,0,2,1,50
0,1,1,2,3,600.0,1,1,3,3,12,2,1,0,2,1,0,1,1,30
0,1,1,1,2,1600.0,1,0,3,3,10,3,1,0,3,0,1,3,1,89
1,0,1,1,3,1500.0,0,3,3,2,100,3,4,1,3,1,0,1,0,100
0,1,0,0,0,2479.0,3,2,4,1,21,2,2,0,2,0,0,2,0,100
0,1,0,1,2,1780.0,0,0,3,3,26,1,1,0,1,1,0,4,1,70
0,2,1,3,0,6795.68,1,2,2,3,30,3,3,0,3,0,0,6,1,250
0,0,0,0,3,0.0,0,3,7,3,5,1,2,0,2,0,2,0,1,100
1,0,0,0,3,500.0,0,3,7,3,14,2,5,0,3,1,0,0,1,50
1,0,0,0,0,1700.0,0,3,8,1,15,3,4,1,1,0,2,0,1,200
1,0,0,3,3,0.0,0,3,3,2,10,2,3,0,4,0,0,2,1,200
0,1,1,1,2,2290.0,3,0,5,3,19,3,1,0,1,0,0,2,1,100
0,1,1,0,0,2967.0,3,3,3,3,21,2,2,0,2,0,0,4,1,200
0,2,1,1,0,2801.0,3,0,3,3,21,3,1,0,2,0,0,3,1,120
1,0,1,0,0,4000.0,0,0,10,0,20,5,4,1,2,3,3,4,0,1000
0,2,1,0,0,8000.0,0,3,4,1,20,1,2,0,1,0,2,0,1,100
0,1,1,0,0,4500.0,0,3,7,3,15,3,2,0,4,2,0,3,1,100
1,0,0,2,3,0.0,0,0,6,1,3,1,2,1,1,1,0,2,0,200
0,1,1,1,2,1500.0,0,3,7,3,13,2,2,0,2,0,2,2,1,130
1,0,1,0,3,0.0,0,3,8,1,3,4,3,0,3,1,2,3,1,200
1,2,1,1,0,2000.0,0,0,10,0,25,6,5,1,1,2,1,4,0,1500
0,1,1,1,3,1980.0,0,0,5,3,23,4,2,0,4,0,0,3,1,230
0,3,0,0,4,0.0,0,3,4,1,2,2,1,0,1,0,1,0,1,100
0,2,0,3,0,6210.0,0,2,3,1,30,4,3,0,4,0,0,5,1,450
0,0,0,4,0,1800.0,0,3,10,3,10,3,1,0,4,0,2,2,1,100
0,0,1,1,0,3000.0,0,1,3,1,13,1,3,0,1,0,2,0,1,150
0,3,1,1,1,1300.0,3,0,6,3,16,2,1,0,2,1,0,3,1,99
1,3,1,4,1,0.0,0,3,8,2,4,4,2,0,1,0,2,4,1,2000
1,1,1,1,2,2645.0,3,0,17,3,16,3,2,1,3,0,1,3,1,200
1,0,0,2,3,300.0,0,3,8,1,2,2,2,1,2,0,0,1,1,200
1,1,1,0,2,2900.0,3,2,6,3,10,4,6,0,3,3,1,2,1,200
0,3,1,0,4,0.0,2,3,1,1,0,1,1,0,1,0,0,0,1,0
0,1,0,1,3,0.0,0,3,5,3,4,3,3,0,2,7,0,1,1,100
1,2,1,0,2,2400.0,3,2,4,2,19,4,3,0,4,0,0,3,0,210
1,2,1,0,0,2800.0,0,0,4,0,12,2,1,0,2,0,3,2,1,1000
0,0,0,2,0,0.0,0,1,10,0,3,5,5,0,1,4,2,0,0,100
0,2,1,3,0,8500.0,0,3,2,1,20,1,1,0,1,0,2,0,1,50
1,3,0,4,1,0.0,0,3,11,0,10,6,2,0,1,3,3,2,0,500
0,1,1,0,4,0.0,3,0,6,3,4,5,3,0,4,0,3,2,1,10
1,3,1,3,1,15000.0,0,2,8,3,15,2,2,0,2,0,2,3,1,450
1,2,0,0,0,3500.0,0,3,7,0,17,4,5,0,5,0,2,4,0,1000
0,1,1,2,2,1570.0,0,3,5,3,17,3,2,0,3,1,0,4,1,59
1,1,1,0,0,10000.0,0,3,4,3,60,4,2,0,6,0,2,2,0,700
0,0,1,1,3,250.0,0,3,8,3,3,5,5,0,1,6,2,0,1,150
1,2,1,1,0,1389.0,3,3,4,1,9,1,1,0,1,0,0,3,1,50
1,1,1,0,0,2975.0,0,0,8,0,30,5,5,0,1,6,3,6,0,108
1,0,1,4,3,300.0,0,3,8,0,15,4,3,0,1,5,1,2,0,160
1,1,1,1,2,2080.0,0,0,4,1,12,2,1,0,2,0,0,3,1,109
1,2,1,0,2,2390.0,3,0,3,2,21,3,1,0,1,5,1,5,0,100
1,0,0,0,3,500.0,0,3,4,2,10,1,2,0,3,1,0,3,1,150
1,0,1,1,0,1790.0,3,3,5,2,27,5,4,0,1,6,1,4,0,99
0,1,1,4,3,250.0,0,3,7,0,19,4,4,0,1,8,1,1,0,80
1,1,0,0,2,4000.0,0,3,6,3,15,5,3,0,3,3,2,3,1,450
1,0,1,0,0,3400.0,3,0,8,0,28,2,5,0,3,3,0,4,1,350
1,1,1,1,0,1500.0,0,3,5,2,15,3,3,0,3,3,1,3,0,250
1,2,0,3,0,7800.0,3,2,5,3,25,2,1,0,1,2,2,5,1,600
1,2,1,0,0,5420.0,0,3,6,2,15,3,3,0,2,0,2,3,1,100
0,1,1,4,2,2000.0,3,3,6,3,9,3,3,0,3,0,0,2,0,350
1,1,1,0,0,9000.0,0,3,16,3,30,3,5,1,5,4,0,4,1,100
1,2,1,3,0,6800.0,3,2,3,3,5,3,1,0,3,2,1,3,0,200
1,3,1,1,1,1200.0,0,3,6,3,2,2,1,1,2,0,2,2,0,1000
1,3,1,1,1,1230.0,0,3,7,2,17,4,5,1,1,7,1,5,0,300
1,2,0,0,0,15000.0,1,3,6,2,40,2,2,0,1,0,2,4,1,500
1,3,1,0,0,7000.0,0,0,4,2,15,1,1,1,1,5,3,3,0,500
1,3,0,0,0,2200.0,0,3,4,2,13,2,1,1,1,1,1,2,1,150
1,3,0,2,4,500.0,3,0,8,0,28,4,4,0,1,9,3,5,0,250
1,0,1,2,3,300.0,0,1,12,0,2,4,3,1,2,2,0,2,0,200
1,2,0,3,2,15400.0,3,0,8,0,25,7,3,0,3,2,0,6,1,1000
1,3,0,1,2,5000.0,0,3,4,0,10,1,1,0,1,8,3,2,0,100
1,2,0,0,0,6000.0,0,3,2,3,16,2,3,0,4,1,2,0,1,100
1,3,1,1,1,980.0,1,3,7,0,23,4,2,0,1,6,3,3,0,130
1,2,0,0,0,1800.0,0,3,6,3,12,4,2,1,1,1,2,2,0,200
1,3,0,4,2,3000.0,0,3,5,2,14,1,1,0,1,2,3,1,0,300
1,2,1,0,0,2000.0,0,3,6,3,12,4,2,1,1,1,2,2,0,200
1,3,1,4,1,850.0,1,0,6,0,19,3,2,1,1,5,3,3,0,70
1,3,1,1,4,0.0,0,1,12,0,5,1,1,0,1,5,3,1,0,600
0,3,0,1,2,2500.0,0,3,7,0,20,1,1,0,1,5,3,0,0,250
1,3,1,0,0,4680.0,0,3,5,2,18,4,3,1,1,8,3,4,0,300
1,1,0,0,3,500.0,0,3,5,3,40,3,3,0,3,0,2,0,1,50
0,1,0,3,3,0.0,0,3,7,3,3,4,2,0,17,0,2,10,1,150
1,0,0,0,3,0.0,0,3,5,3,15,3,3,0,50,6,1,1,1,100
0,2,0,0,0,2000.0,0,3,8,1,12,2,1,0,2,0,2,2,1,1000
0,1,1,1,2,2109.0,3,0,4,1,17,2,1,0,2,0,0,2,1,100
0,0,1,1,0,1200.0,0,3,7,1,2,2,1,0,2,0,0,2,1,120
0,2,1,0,0,2300.0,3,3,4,3,15,2,2,0,1,0,0,3,1,140
0,1,1,0,2,1890.0,3,2,4,1,17,3,2,0,2,0,0,2,1,200
0,2,1,1,2,2700.0,0,3,4,1,16,2,2,0,2,0,1,3,1,200
0,1,0,1,0,2000.0,0,0,7,1,13,4,2,0,2,0,0,2,1,150
0,0,1,2,3,600.0,0,3,5,1,17,3,2,0,2,0,1,2,1,100
0,3,0,1,2,1390.0,3,1,7,3,10,4,3,0,3,0,0,3,1,190
0,1,1,4,2,1100.0,3,0,5,3,8,1,1,0,1,0,1,0,1,50
0,0,1,4,2,1000.0,3,3,3,1,4,1,1,0,1,0,3,0,1,100
0,1,1,1,0,1490.0,3,2,5,3,16,3,2,0,1,0,0,1,0,100
0,0,1,2,2,1345.0,1,0,6,3,11,3,2,0,1,0,1,1,0,180
0,1,1,1,2,1400.0,3,3,5,3,12,2,3,0,2,0,2,0,1,40
0,0,1,2,3,890.0,1,0,6,3,19,2,1,0,2,0,1,1,1,100
0,2,0,1,0,2190.0,3,0,4,3,13,2,1,0,1,0,0,0,1,190
0,0,0,0,3,350.0,0,3,2,3,13,3,3,0,2,0,2,1,0,100
0,0,1,0,3,0.0,0,3,8,2,2,2,2,0,4,1,2,0,1,100
0,1,0,1,0,4000.0,0,3,9,3,15,3,2,0,4,0,2,3,1,150
0,0,1,4,2,1800.0,0,3,8,3,13,2,1,0,4,0,2,0,1,150
0,0,1,4,0,1800.0,0,3,7,3,13,2,1,0,3,0,2,1,1,100
0,0,1,4,0,1800.0,0,3,5,1,11,2,2,0,3,0,2,0,1,50
1,2,0,0,0,8000.0,0,3,5,1,20,4,4,0,2,0,2,2,1,500
0,1,1,1,0,1200.0,0,3,4,1,12,4,2,0,2,0,0,2,1,150
0,2,0,3,0,4000.0,0,0,8,1,14,5,2,0,2,0,0,2,1,280
0,3,0,1,2,1200.0,3,2,2,1,11,1,1,0,1,0,2,0,1,100
0,2,1,0,0,3490.0,0,3,8,3,12,4,2,0,2,0,2,1,1,1200
0,0,1,2,3,200.0,0,3,9,3,3,4,2,0,2,0,2,0,1,100
1,0,1,1,0,3000.0,0,2,5,0,42,1,1,0,1,5,3,1,0,400
1,1,0,0,0,5000.0,0,3,5,0,20,1,2,1,1,4,3,2,0,600
0,3,0,0,4,0.0,0,3,7,1,0,1,1,0,1,0,2,0,1,150
0,3,1,0,2,5000.0,0,0,3,3,20,1,1,0,1,0,2,0,1,100
0,3,0,3,0,7000.0,0,3,2,1,46,1,1,0,1,0,2,0,1,200
0,0,1,0,3,300.0,0,1,24,3,5,4,5,0,1,0,3,0,1,5000
0,1,0,1,0,1800.0,0,3,8,3,12,4,2,0,2,0,2,2,1,150
0,2,0,0,0,4800.0,0,3,5,1,13,3,2,0,2,0,0,2,1,300
0,1,0,1,0,2000.0,0,3,7,1,10,4,2,0,2,0,2,2,1,150
0,2,1,0,2,2800.0,0,3,5,3,14,2,1,0,2,0,2,2,1,150
1,0,1,1,2,1450.0,0,0,6,0,17,4,2,0,1,8,3,1,0,100
1,0,1,0,3,0.0,0,3,10,3,8,3,3,0,4,1,2,1,1,100
1,1,0,0,0,2256.0,0,0,5,2,12,4,1,0,1,6,0,1,0,100
1,3,0,4,1,0.0,0,3,10,0,5,4,4,1,1,3,3,4,0,500
1,0,1,4,3,0.0,0,1,12,0,15,5,4,0,1,4,3,3,0,500
1,2,1,1,2,1478.0,3,0,5,0,14,1,1,1,1,5,1,1,0,60
1,0,1,2,3,0.0,0,3,7,2,15,2,4,0,3,1,0,6,1,1500
1,2,0,4,2,1245.0,0,0,3,2,17,1,1,0,1,6,3,2,0,69
0,3,1,1,1,680.0,3,3,4,1,20,3,1,0,2,0,1,2,1,150
0,2,1,0,4,1890.0,3,2,4,1,14,2,1,0,2,0,1,3,1,50
0,1,1,2,2,1309.0,0,3,4,1,15,2,1,0,2,0,0,2,1,124
0,1,0,1,2,2100.0,3,0,2,3,10,1,1,0,1,0,0,2,1,200
0,0,0,1,3,1380.0,0,3,4,1,11,1,1,0,1,0,1,2,1,70
0,3,0,0,0,6000.0,0,3,3,1,48,1,1,0,1,0,2,0,1,100
0,3,1,0,2,4000.0,0,0,2,1,25,1,1,0,1,0,0,0,1,0
0,1,1,1,3,0.0,0,3,3,1,5,1,1,0,1,0,2,0,1,150
0,2,1,0,0,4000.0,0,3,0,1,12,1,2,0,1,0,0,0,1,200
1,0,1,4,3,0.0,0,1,6,2,0,1,1,0,1,3,3,0,0,200
0,1,1,0,0,1200.0,0,3,7,1,2,4,2,0,2,0,2,2,1,150
1,1,1,0,0,2000.0,0,3,7,3,2,4,2,1,1,1,3,2,0,200
1,1,1,0,0,2000.0,0,3,8,3,3,2,2,1,1,1,3,3,0,150
0,0,0,0,3,0.0,0,3,7,3,100,3,3,1,2,0,2,0,1,100
0,0,1,0,3,1.0,0,3,24,0,30000,20,20,1,20,20,3,1,1,510
1,1,0,0,3,1.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0,3,500.0,0,3,16,0,8,4,6,0,3,1,2,1,1,5000
0,0,0,0,3,0.0,0,3,8,3,20,6,4,0,5,3,0,2,1,250
0,0,1,2,2,1356.0,3,0,4,3,17,2,1,0,1,0,0,1,1,190
0,0,1,4,2,1689.0,0,0,4,3,14,2,1,0,2,0,0,1,1,100
0,2,0,1,0,2910.0,3,0,4,1,4,1,1,0,1,0,0,2,1,80
0,1,1,1,0,1670.0,3,0,4,3,21,3,1,0,2,0,0,2,1,200
0,2,1,0,0,3256.0,0,3,5,3,17,4,2,0,3,0,2,2,1,100
1,0,1,3,0,4900.0,0,3,16,1,65,9,3,1,1,2,2,4,0,1000
0,3,1,4,0,2180.0,3,2,6,3,18,3,1,0,3,0,0,3,1,100
0,3,0,2,1,700.0,3,3,5,3,16,5,3,0,3,0,0,2,1,100
1,3,1,0,2,2800.0,0,3,12,1,120,6,3,0,1,2,2,4,0,150
0,2,1,2,0,1890.0,3,0,3,1,23,2,1,0,1,0,0,2,1,210
1,1,1,0,0,5000.0,0,3,6,3,60,3,3,1,1,2,3,2,0,200
0,1,1,2,0,2189.0,3,0,4,3,14,3,2,0,3,0,0,3,1,210
1,3,1,0,0,3560.0,0,3,7,2,40,2,2,1,1,2,3,2,0,150
1,1,0,1,2,2000.0,0,3,8,3,40,4,2,1,1,2,3,1,0,150
0,3,0,3,0,7890.0,3,2,5,1,30,4,3,0,2,0,1,3,1,300
1,3,0,0,0,3800.0,0,3,6,2,48,2,2,1,1,3,3,2,0,300
0,2,0,1,2,3260.0,0,3,4,1,25,2,2,0,2,0,0,1,1,90
1,1,0,1,2,1900.0,1,0,5,0,48,2,2,1,1,2,1,2,0,200
1,3,1,0,0,4700.0,0,3,6,3,50,2,3,1,1,3,2,2,0,400
1,1,1,1,0,2300.0,0,3,4,0,21,4,1,1,1,5,3,1,0,100
1,3,1,1,1,0.0,0,3,12,0,60,2,1,1,1,3,3,2,0,200
1,1,0,0,2,3900.0,3,0,3,0,23,3,1,1,1,6,0,4,0,300
1,2,1,1,0,3400.0,0,3,5,3,51,2,2,1,1,2,1,3,0,200
0,3,0,0,0,6000.0,0,3,4,1,3,1,2,0,1,0,2,0,1,200
0,0,0,0,3,0.0,0,3,8,2,6,4,3,0,1,2,0,1,1,10
1,0,1,4,2,50.0,0,3,10,0,5,3,3,0,6,3,3,0,1,1000
1,0,0,0,3,0.0,0,3,10,2,60,3,2,1,3,2,0,3,1,50
0,3,0,1,3,0.0,0,3,5,1,6,1,2,0,2,0,0,0,1,200
0,0,1,2,3,0.0,0,3,10,3,60,4,4,0,4,0,2,2,1,500
1,1,1,0,0,2800.0,0,3,6,2,40,4,3,1,1,2,1,2,0,120
1,1,0,1,0,3000.0,0,3,7,0,70,5,2,1,1,3,3,4,0,1200
1,2,1,3,0,6000.0,0,0,13,0,120,5,3,1,1,5,3,5,0,1000
1,1,1,0,0,1600.0,0,3,6,2,60,3,3,1,1,2,3,2,0,150
0,3,1,1,3,0.0,0,3,4,1,4,1,2,0,2,0,2,1,1,200
0,3,0,0,0,5000.0,0,3,2,1,0,1,3,0,2,0,0,0,1,100
0,3,1,0,0,5000.0,0,3,3,1,0,1,2,0,1,0,2,0,1,200
1,1,1,0,2,3000.0,0,3,6,2,60,3,2,1,1,2,1,1,0,200
1,1,1,1,0,2200.0,0,0,12,0,60,4,3,1,1,2,3,2,0,1000
1,2,1,0,0,3400.0,0,0,12,0,30,3,2,1,1,2,1,1,0,150
1,2,1,2,2,1000.0,0,0,6,0,80,3,2,1,1,3,3,1,0,150
1,2,1,0,0,3000.0,0,3,9,2,60,3,2,1,1,2,1,2,0,200
0,2,0,1,0,5000.0,0,3,2,1,3,1,2,0,1,0,0,0,1,200
0,0,1,2,3,0.0,0,3,4,1,4,1,2,0,1,0,2,1,1,100
1,2,1,0,0,4000.0,0,3,8,0,40,4,2,1,1,2,3,2,0,1000
0,1,0,0,0,5000.0,0,3,4,1,12,1,1,0,1,0,0,1,1,150
0,0,1,2,3,0.0,0,3,2,1,4,1,2,0,2,0,0,2,1,200
0,1,1,1,0,4000.0,0,3,6,1,2,1,3,0,1,0,0,0,1,100
0,3,0,0,4,0.0,0,3,1,1,0,1,2,0,1,0,2,0,1,50
1,0,1,1,3,0.0,0,3,8,3,8,5,4,1,1,3,3,2,0,500
1,3,1,4,1,0.0,0,3,10,0,5,4,4,1,1,5,3,4,0,600
1,0,1,1,0,2000.0,0,3,10,0,6,5,5,1,1,6,3,4,0,700
1,0,1,4,0,1800.0,0,3,11,0,5,5,4,1,1,6,3,5,0,600
1,1,1,1,0,1600.0,0,3,8,2,50,3,2,1,1,4,3,2,0,100
1,0,1,0,0,2300.0,0,3,5,2,40,3,2,1,1,4,1,2,0,200
1,1,0,1,2,2000.0,0,0,9,0,60,3,1,1,1,3,1,3,0,100
0,1,1,0,0,3200.0,0,3,6,1,40,2,2,0,3,0,0,2,1,120
1,0,1,0,3,0.0,0,1,10,3,20,3,4,0,2,4,2,0,0,1000
0,2,0,3,0,8000.0,0,3,6,3,60,2,2,0,2,0,0,2,1,500
0,1,0,0,0,4500.0,0,0,4,1,40,3,2,0,2,0,2,1,1,200
0,1,1,0,2,3200.0,0,3,7,1,40,2,2,0,2,0,0,1,1,300
0,2,1,0,0,5000.0,0,3,5,3,50,3,2,0,2,0,0,1,1,600
0,2,0,3,0,4800.0,0,3,6,1,45,3,2,0,2,0,0,1,1,1000
1,0,1,1,0,2300.0,3,2,4,0,23,3,2,1,1,5,3,3,0,20
1,1,0,2,3,600.0,0,3,3,2,12,3,1,1,2,4,1,4,0,40
1,1,1,1,2,1879.0,3,0,3,2,23,2,2,1,2,5,3,3,0,30
1,0,0,2,3,790.0,0,3,3,0,15,4,2,1,3,6,3,4,0,50
1,2,1,1,0,3210.0,1,0,3,0,21,2,3,1,2,6,3,3,0,20
0,0,1,0,3,900.0,0,3,4,1,17,3,2,0,3,0,0,2,1,100
0,1,0,1,0,2156.0,1,2,5,1,16,4,3,0,4,0,0,3,1,200
0,3,0,0,1,670.0,1,3,4,1,5,1,1,0,1,0,0,2,1,200
0,2,1,0,2,1987.0,3,0,5,1,12,3,3,0,3,0,0,1,1,50
0,1,1,1,2,3200.0,0,0,3,3,21,3,3,0,3,0,0,2,1,109
1,3,0,3,0,5000.0,3,0,6,2,6,1,1,1,1,3,1,1,1,450
1,1,0,0,0,3000.0,3,3,7,2,6,23,2,1,2,3,1,2,1,300
1,0,1,0,0,2000.0,0,3,4,0,5,2,3,1,2,3,1,3,1,350
1,2,1,0,0,4000.0,0,2,5,0,4,3,3,1,3,3,1,4,1,250
1,2,0,3,0,4500.0,3,2,5,0,5,2,3,1,3,2,1,2,0,700
1,2,1,3,0,3600.0,3,3,5,0,5,1,1,1,3,1,1,4,0,550
1,1,1,0,0,2800.0,0,3,6,0,4,2,2,0,3,3,1,3,0,500
1,1,0,0,0,2500.0,0,0,4,0,4,2,2,1,3,2,1,5,0,600
1,1,1,1,2,2179.0,3,0,3,2,15,2,1,1,1,5,3,2,0,100
1,2,0,1,0,2600.0,1,0,3,0,17,2,2,1,2,7,3,5,0,200
0,1,1,1,0,3000.0,0,3,5,1,3,1,1,0,4,0,0,0,1,120
0,1,1,0,0,4500.0,0,3,4,1,2,1,2,0,2,0,0,0,1,160
0,1,0,0,2,3500.0,0,3,4,1,1,2,2,0,2,0,2,0,1,100
0,0,1,4,3,0.0,0,3,4,1,0,1,1,0,1,0,2,0,1,200
0,3,1,0,1,0.0,0,3,4,1,0,1,1,0,2,0,2,0,1,150
0,1,0,1,1,0.0,0,3,3,1,0,1,1,0,1,0,2,0,1,100
1,1,0,0,0,3600.0,0,3,6,0,4,4,3,1,3,0,2,3,0,500
1,1,0,1,2,2000.0,0,0,4,2,20,1,1,1,1,0,3,2,0,150
1,0,1,4,3,0.0,0,1,7,0,12,1,1,1,1,3,3,1,0,200
1,0,1,0,0,2900.0,0,1,4,0,4,4,3,1,3,3,1,4,0,600
